State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
AZ,Navajo Generating Station,4941,2,,2016,"ARP, MATS",9,WECC,Coconino County,AZ005,5,Electric Utility,36.9047,-111.3886,"Arizona Public Service Company, Los Angeles Dept of Water and Power, NV Energy, Salt River Project, Tucson Electric Power Company, United States Bureau of Reclamation",Salt River Project,"Kara M Montalvo (603981) (Ended Jul 01, 2016)<br>Kristin Watt (604732) (Started Jul 01, 2016)","Kristin Watt (604732) (Started Jun 30, 2016) (Ended Jul 01, 2016)<br>Kara M Montalvo (603981) (Started Jul 01, 2016)",Phase 2,Early Election,Tangentially-fired,Coal,Diesel Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Other,Electrostatic Precipitator,,4/1/75,Operating,16700
AZ,Navajo Generating Station,4941,3,,2016,"ARP, MATS",9,WECC,Coconino County,AZ005,5,Electric Utility,36.9047,-111.3886,"Arizona Public Service Company, Los Angeles Dept of Water and Power, NV Energy, Salt River Project, Tucson Electric Power Company, United States Bureau of Reclamation",Salt River Project,"Kara M Montalvo (603981) (Ended Jul 01, 2016)<br>Kristin Watt (604732) (Started Jul 01, 2016)","Kristin Watt (604732) (Started Jun 30, 2016) (Ended Jul 01, 2016)<br>Kara M Montalvo (603981) (Started Jul 01, 2016)",Phase 2,Early Election,Tangentially-fired,Coal,Diesel Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Other,Electrostatic Precipitator,,4/30/76,Operating,16700
AZ,"New Harquahala Generating Company, LLC",55372,CTG1,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.4759,-113.1133,"MACHGen, LLC",North American Energy Services,"Bradley Piatt (607960) (Ended Oct 26, 2016)<br>Andy Duncan (608162) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Dale Lebsack (601710) (Started Nov 15, 2016)","Andy Duncan (608162) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Dale Lebsack (601710) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Andy Duncan (608162) (Started Nov 15, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,5/30/03,Operating,2531
AZ,"New Harquahala Generating Company, LLC",55372,CTG2,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.4759,-113.1133,"MACHGen, LLC",North American Energy Services,"Bradley Piatt (607960) (Ended Oct 26, 2016)<br>Andy Duncan (608162) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Dale Lebsack (601710) (Started Nov 15, 2016)","Andy Duncan (608162) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Dale Lebsack (601710) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Andy Duncan (608162) (Started Nov 15, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,6/1/03,Operating,2531
AZ,"New Harquahala Generating Company, LLC",55372,CTG3,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.4759,-113.1133,"MACHGen, LLC",North American Energy Services,"Bradley Piatt (607960) (Ended Oct 26, 2016)<br>Andy Duncan (608162) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Dale Lebsack (601710) (Started Nov 15, 2016)","Andy Duncan (608162) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Dale Lebsack (601710) (Started Oct 26, 2016) (Ended Oct 26, 2016)<br>Kimberly Steffen (607061) (Started Oct 26, 2016) (Ended Nov 15, 2016)<br>Andy Duncan (608162) (Started Nov 15, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,7/31/03,Operating,2531
AZ,Ocotillo Power Plant,116,1,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Neal Wayne Brown (607445),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,4/14/60,Operating,1240
AZ,Ocotillo Power Plant,116,2,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Neal Wayne Brown (607445),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,2/14/60,Operating,1240
AZ,Redhawk Generating Facility,55455,CC1A,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Allen Bushman (607354),Charles M Spell (602745),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,4/25/02,Operating,2053
AZ,Redhawk Generating Facility,55455,CC1B,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Allen Bushman (607354),Charles M Spell (602745),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,4/14/02,Operating,2053
AZ,Redhawk Generating Facility,55455,CC2A,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Allen Bushman (607354),Charles M Spell (602745),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,5/15/02,Operating,2053
AZ,Redhawk Generating Facility,55455,CC2B,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Allen Bushman (607354),Charles M Spell (602745),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,5/23/02,Operating,2053
AZ,Santan,8068,5A,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,"Kara M Montalvo (603981) (Ended Jul 01, 2016)<br>Kristin Watt (604732) (Started Jul 01, 2016)","Thomas C Murray (602984) (Ended Jun 30, 2016)<br>Kristin Watt (604732) (Started Jun 30, 2016) (Ended Jul 01, 2016)<br>Kara M Montalvo (603981) (Started Jul 01, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,11/5/04,Operating,2530
AZ,Santan,8068,5B,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,"Kara M Montalvo (603981) (Ended Jul 01, 2016)<br>Kristin Watt (604732) (Started Jul 01, 2016)","Thomas C Murray (602984) (Ended Jun 30, 2016)<br>Kristin Watt (604732) (Started Jun 30, 2016) (Ended Jul 01, 2016)<br>Kara M Montalvo (603981) (Started Jul 01, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,11/1/04,Operating,2530
AZ,Santan,8068,6A,,2016,ARP,9,,Maricopa County,AZ013,13,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,"Kara M Montalvo (603981) (Ended Jul 01, 2016)<br>Kristin Watt (604732) (Started Jul 01, 2016)","Thomas C Murray (602984) (Ended Jun 30, 2016)<br>Kristin Watt (604732) (Started Jun 30, 2016) (Ended Jul 01, 2016)<br>Kara M Montalvo (603981) (Started Jul 01, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,10/23/05,Operating,2245
AZ,"South Point Energy Center, LLC",55177,A,,2016,ARP,9,WECC,Mohave County,AZ015,15,Electric Utility,34.8678,-114.5317,Calpine Corporation,Calpine Corporation,"Kurt Fetters (606777) (Ended May 10, 2016)<br>Kevin W Kellie (603260) (Started May 10, 2016)","Kevin W Kellie (603260) (Ended May 10, 2016)<br>Carlton R Jones (607035) (Started May 10, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/1/01,Operating,2150
AZ,"South Point Energy Center, LLC",55177,B,,2016,ARP,9,WECC,Mohave County,AZ015,15,Electric Utility,34.8678,-114.5317,Calpine Corporation,Calpine Corporation,"Kurt Fetters (606777) (Ended May 10, 2016)<br>Kevin W Kellie (603260) (Started May 10, 2016)","Kevin W Kellie (603260) (Ended May 10, 2016)<br>Carlton R Jones (607035) (Started May 10, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/1/01,Operating,2150
AZ,Springerville Generating Station,8223,1,,2016,"ARP, MATS",9,WECC,Apache County,AZ001,1,Electric Utility,34.3186,-109.1636,Tucson Electric Power Company,Tucson Electric Power Company,Charles W Komadina (500061),Zigang Fang Mr. (607519),Phase 2,Early Election,Tangentially-fired,Coal,,Dry Lime FGD,Low NOx Burner Technology w/ Closed-coupled OFA,Baghouse,,6/1/85,Operating,4700
AZ,Springerville Generating Station,8223,2,,2016,"ARP, MATS",9,WECC,Apache County,AZ001,1,Electric Utility,34.3186,-109.1636,Tucson Electric Power Company,Tucson Electric Power Company,Charles W Komadina (500061),Zigang Fang Mr. (607519),Phase 2,Early Election,Tangentially-fired,Coal,,Dry Lime FGD,Low NOx Burner Technology w/ Closed-coupled OFA,Baghouse,,6/1/90,Operating,4700
AZ,Springerville Generating Station,8223,4,,2016,"ARP, MATS",9,WECC,Apache County,AZ001,1,Electric Utility,34.3186,-109.1636,Salt River Project,Tucson Electric Power Company,Charles W Komadina (500061),Zigang Fang Mr. (607519),Phase 2,,Dry bottom wall-fired boiler,Coal,Diesel Oil,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)<br>Selective Catalytic Reduction,Baghouse,,10/3/09,Operating,5040
AZ,Springerville Generating Station,8223,TS3,,2016,"ARP, MATS",9,WECC,Apache County,AZ001,1,Electric Utility,34.3186,-109.1636,Tri-State Generation & Transmission,Tucson Electric Power Company,Charles W Komadina (500061),Zigang Fang Mr. (607519),Phase 2,,Dry bottom wall-fired boiler,Coal,Diesel Oil,Dry Lime FGD,Low NOx Burner Technology (Dry Bottom only)<br>Selective Catalytic Reduction,Baghouse,,6/2/06,Operating,5040
AZ,Sundance Power Plant,55522,CT01,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/28/02,Operating,495
AZ,Sundance Power Plant,55522,CT02,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/29/02,Operating,495
AZ,Sundance Power Plant,55522,CT03,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/20/02,Operating,495
AZ,Sundance Power Plant,55522,CT04,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/20/02,Operating,495
AZ,Sundance Power Plant,55522,CT05,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/4/02,Operating,495
AZ,Sundance Power Plant,55522,CT06,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/5/02,Operating,495
AZ,Sundance Power Plant,55522,CT07,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,6/19/02,Operating,495
AZ,Sundance Power Plant,55522,CT08,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,6/27/02,Operating,495
AZ,Sundance Power Plant,55522,CT09,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,6/29/02,Operating,495
AZ,Sundance Power Plant,55522,CT10,,2016,ARP,9,,Pinal County,AZ021,21,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Dennis Irvin (607486),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,6/29/02,Operating,495
AZ,Yucca Power Plant,120,1,,2016,ARP,9,WECC,Yuma County,AZ027,27,Electric Utility,32.7214,-114.7097,Imperial Irrigation District,Arizona Public Service Company,James M Reilly (605983),Charles M Spell (602745),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,3/4/59,Operating,880
AZ,Yucca Power Plant,120,CT5,,2016,ARP,9,WECC,Yuma County,AZ027,27,Electric Utility,32.7214,-114.7097,Arizona Public Service Company,Arizona Public Service Company,James M Reilly (605983),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,6/2/08,Operating,521.4
AZ,Yucca Power Plant,120,CT6,,2016,ARP,9,WECC,Yuma County,AZ027,27,Electric Utility,32.7214,-114.7097,Arizona Public Service Company,Arizona Public Service Company,James M Reilly (605983),Charles M Spell (602745),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,6/23/08,Operating,521.4
AZ,Yuma Cogeneration Associates,54694,4101,,2016,ARP,9,,Yuma County,AZ027,27,Cogeneration,32.7286,-114.6542,California Energy Development Corporation,Falcon Power Operating Company,"David Slade (608247) (Started Feb 18, 2016)","Lawrence Ornellas (608248) (Started Feb 18, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,5/11/94,Operating,624
CA,AES Alamitos,315,1,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,7/1/56,Operating,2024
CA,AES Alamitos,315,2,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1/1/57,Operating,2014
CA,AES Alamitos,315,3,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,10/1/61,Operating,3439
CA,AES Alamitos,315,4,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,4/1/62,Operating,3439
CA,AES Alamitos,315,5,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,12/1/65,Operating,5070
CA,AES Alamitos,315,6,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.7688,-118.1009,AES Corporation,AES Corporation,Jeff Evans (607400),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,6/1/66,Operating,4890
CA,AES Huntington Beach,335,1,,2016,ARP,9,WECC,Orange County,CA059,59,Electric Utility,33.6436,-117.9788,AES Corporation,AES Corporation,Weikko Wirta (607401),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,5/1/58,Operating,2400
CA,AES Huntington Beach,335,2,,2016,ARP,9,WECC,Orange County,CA059,59,Electric Utility,33.6436,-117.9788,AES Corporation,AES Corporation,Weikko Wirta (607401),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,10/1/58,Operating,2400
CA,AES Redondo Beach,356,5,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.8504,-118.395,AES Corporation,AES Corporation,Jose Perez (608105),Jeff Miller (607917),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,9/1/54,Operating,2000
CA,AES Redondo Beach,356,6,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.8504,-118.395,AES Corporation,AES Corporation,Jose Perez (608105),Jeff Miller (607917),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,6/1/57,Operating,1850
CA,AES Redondo Beach,356,7,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.8504,-118.395,AES Corporation,AES Corporation,Jose Perez (608105),Jeff Miller (607917),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,11/1/66,Operating,4240
CA,AES Redondo Beach,356,8,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,33.8504,-118.395,AES Corporation,AES Corporation,Jose Perez (608105),Jeff Miller (607917),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,4/1/67,Operating,5000
CA,Agua Mansa Power,55951,AMP-1,,2016,ARP,9,,San Bernardino County,CA071,71,Electric Utility,34.0414,-117.3603,City of Colton,"E I Colton, LLC",Wayne A Feragen (602206),Michael Kolkebeck (601547),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,6/8/03,Operating,456
CA,Almond Power Plant,7315,1,,2016,ARP,9,WECC,Stanislaus County,CA099,99,Electric Utility,37.5739,-120.9854,Turlock Irrigation District,Turlock Irrigation District,George A Davies (1604),Charles G Canales (605397),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction<br>Steam Injection,,,4/8/96,Operating,459
CA,Almond Power Plant,7315,2,,2016,ARP,9,WECC,Stanislaus County,CA099,99,Electric Utility,37.5739,-120.9854,Turlock Irrigation District,Turlock Irrigation District,George A Davies (1604),Charles G Canales (605397),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/11/12,Operating,501.1
CA,Almond Power Plant,7315,3,,2016,ARP,9,WECC,Stanislaus County,CA099,99,Electric Utility,37.5739,-120.9854,Turlock Irrigation District,Turlock Irrigation District,George A Davies (1604),Charles G Canales (605397),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/3/12,Operating,501.1
CA,Almond Power Plant,7315,4,,2016,ARP,9,WECC,Stanislaus County,CA099,99,Electric Utility,37.5739,-120.9854,Turlock Irrigation District,Turlock Irrigation District,George A Davies (1604),Charles G Canales (605397),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,4/29/12,Operating,501.1
CA,Anaheim Combustion Turbine,7693,1,,2016,ARP,9,,Orange County,CA059,59,Electric Utility,33.8539,-117.8561,City of Anaheim,City of Anaheim,Manny Robledo (606811),"Charles Byrom (1356) (Ended Sep 13, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,5/1/91,Operating,470
CA,Badger Creek Limited,10650,GT1,,2016,ARP,9,,Kern County,CA029,29,Electric Utility,35.4837,-119.0299,,,,,Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,4/19/91,Operating,411
CA,Barre Generating Station,56474,CT1,,2016,ARP,9,,Orange County,CA059,59,Electric Utility,33.8073,-117.9833,Southern California Edison Company,Southern California Edison Company,Terry Maddox (607649),Philip Herrington (608069),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,9/17/07,Operating,522
CA,Bear Mountain Limited,10649,GT1,,2016,ARP,9,,Kern County,CA029,29,Electric Utility,35.4192,-118.9266,,,,,Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,4/24/95,Operating,428
CA,Blythe Energy,55295,1,,2016,ARP,9,WECC,Riverside County,CA065,65,Electric Utility,33.6157,-114.6865,Blythe Energy Inc.,Blythe Energy Inc.,"Brian Norgaard (607110) (Ended Jul 20, 2016)<br>Travis McKellar (608441) (Started Jul 20, 2016)",Michael D Darmody (606456),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2/24/03,Operating,2046
CA,Blythe Energy,55295,2,,2016,ARP,9,WECC,Riverside County,CA065,65,Electric Utility,33.6157,-114.6865,Blythe Energy Inc.,Blythe Energy Inc.,"Brian Norgaard (607110) (Ended Jul 20, 2016)<br>Travis McKellar (608441) (Started Jul 20, 2016)",Michael D Darmody (606456),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2/26/03,Operating,2046
CA,Broadway,420,B3,,2016,ARP,9,WECC,Los Angeles County,CA037,37,Electric Utility,34.1263,-118.1494,City of Pasadena Water and Power Department,City of Pasadena Water and Power Department,Eric R Klinkner (608035),Gurcharan Bawa (601602),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,1/1/65,Operating (Retired 12/19/2016),690
CA,Cabrillo Power I Encina Power Station,302,1,CS0001,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,33.1408,-117.3342,Cabrillo Power Operations Inc.,Cabrillo Power Operations Inc.,Jerry Carter (603860),Jay K Bellingham (606947),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology (Dry Bottom only)<br>Selective Catalytic Reduction,,,11/23/54,Operating,1400
CA,Cabrillo Power I Encina Power Station,302,2,CS0001,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,33.1408,-117.3342,Cabrillo Power Operations Inc.,Cabrillo Power Operations Inc.,Jerry Carter (603860),Jay K Bellingham (606947),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology (Dry Bottom only)<br>Selective Catalytic Reduction,,,7/31/56,Operating,1300
CA,Cabrillo Power I Encina Power Station,302,3,CS0001,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,33.1408,-117.3342,Cabrillo Power Operations Inc.,Cabrillo Power Operations Inc.,Jerry Carter (603860),Jay K Bellingham (606947),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology (Dry Bottom only)<br>Selective Catalytic Reduction,,,8/28/58,Operating,1400
CA,Cabrillo Power I Encina Power Station,302,4,CS0001,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,33.1408,-117.3342,Cabrillo Power Operations Inc.,Cabrillo Power Operations Inc.,Jerry Carter (603860),Jay K Bellingham (606947),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction,,,11/1/73,Operating,3475
CA,Cabrillo Power I Encina Power Station,302,5,CS0001,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,33.1408,-117.3342,Cabrillo Power Operations Inc.,Cabrillo Power Operations Inc.,Jerry Carter (603860),Jay K Bellingham (606947),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction,,,11/1/78,Operating,3475
CA,CalPeak Power - Border,55510,GT-1,,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,32.5622,-116.9433,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Ammonia Injection<br>Selective Catalytic Reduction,,,10/26/01,Operating,600
CA,CalPeak Power - Border,55510,GT-2,,2016,ARP,9,WECC,San Diego County,CA073,73,Electric Utility,32.5622,-116.9433,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,,,,,,,9/1/01,Operating,
CA,CalPeak Power - Enterprise,55513,GT-1,,2016,ARP,9,,San Diego County,CA073,73,Electric Utility,33.1221,-117.117,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Ammonia Injection<br>Selective Catalytic Reduction,,,10/23/01,Operating,600
CA,CalPeak Power - Enterprise,55513,GT-2,,2016,ARP,9,,San Diego County,CA073,73,Electric Utility,33.1221,-117.117,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,,,,,,,9/1/01,Operating,
CA,CalPeak Power - Panoche,55508,GT-1,,2016,ARP,9,WECC,Fresno County,CA019,19,Electric Utility,36.6531,-120.5797,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Ammonia Injection<br>Selective Catalytic Reduction,,,11/19/01,Operating,600
CA,CalPeak Power - Panoche,55508,GT-2,,2016,ARP,9,WECC,Fresno County,CA019,19,Electric Utility,36.6531,-120.5797,"CalPeak Power, LLC","CalPeak Power, LLC",Brad Bergman (608072),Matthew Lydon (500625),Phase 2,,Combustion turbine,,,,,,,9/1/01,Operating,
