State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
MA,Mystic,1588,93,,2016,ARP,5660.38,12,1677053.3,,3.626,0.0083,40.549,718296.924,1.21E+07,1,NPCC,Middlesex County,Electric Utility,"Constellation Mystic Power LLC, Exelon Generation Company LLC","Constellation Mystic Power LLC, Exelon Generation Company LLC","SIPNOX : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016),CAIROS : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016) (Ended Aug 11, 2016),RGGI : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016),MATS : James Kelly (607440) (Started Jan 05, 2016),ARP : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016)","SIPNOX : Gary Basilesco (1914),CAIROS : Gary Basilesco (1914) (Ended Aug 11, 2016),RGGI : Gary Basilesco (1914),MATS : Gary Basilesco (1914) (Started Jan 05, 2016),ARP : Gary Basilesco (1914)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,42.3917,-71.0667
MA,Mystic,1588,94,,2016,ARP,5242.78,12,1508158.78,,3.252,0.0095,40.059,644239.16,1.08E+07,1,NPCC,Middlesex County,Electric Utility,"Constellation Mystic Power LLC, Exelon Generation Company LLC","Constellation Mystic Power LLC, Exelon Generation Company LLC","SIPNOX : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016),CAIROS : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016) (Ended Aug 11, 2016),RGGI : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016),MATS : James Kelly (607440) (Started Jan 05, 2016),ARP : Archie Gleason (606408) (Ended Jan 05, 2016)<br>James Kelly (607440) (Started Jan 05, 2016)","SIPNOX : Gary Basilesco (1914),CAIROS : Gary Basilesco (1914) (Ended Aug 11, 2016),RGGI : Gary Basilesco (1914),MATS : Gary Basilesco (1914) (Started Jan 05, 2016),ARP : Gary Basilesco (1914)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,42.3917,-71.0667
MA,Potter,1660,4,,2016,ARP,568.18,12,26318.74,,0.076,0.0192,1.999,15002.24,251941.761,1,NPCC,Norfolk County,Electric Utility,Braintree Electric Light Department,Braintree Electric Light Department,"SIPNOX : Charles Coyne (603702),CAIROS : Charles Coyne (603702) (Ended Aug 11, 2016),RGGI : Charles Coyne (603702),ARP : Charles Coyne (603702)","SIPNOX : John-Erik Nelson (603703),CAIROS : John-Erik Nelson (603703) (Ended Aug 11, 2016),RGGI : John-Erik Nelson (603703),ARP : John-Erik Nelson (603703)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction,,,42.235,-70.9672
MA,Potter,1660,5,,2016,ARP,551.51,12,25650.43,,0.527,0.0547,4.676,14837.735,248812.965,1,NPCC,Norfolk County,Electric Utility,Braintree Electric Light Department,Braintree Electric Light Department,"SIPNOX : Charles Coyne (603702),ARP : Charles Coyne (603702),CAIROS : Charles Coyne (603702) (Ended Aug 11, 2016),RGGI : Charles Coyne (603702)","SIPNOX : John-Erik Nelson (603703),ARP : John-Erik Nelson (603703),CAIROS : John-Erik Nelson (603703) (Ended Aug 11, 2016),RGGI : John-Erik Nelson (603703)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction,,,42.235,-70.9672
MA,"Tanner Street Generation, LLC",54586,2,,2016,ARP,1451.42,12,95335.02,,0.249,0.0463,9.066,49340.025,826160.955,1,NPCC,Middlesex County,Cogeneration,Tanner Street Generation LLC,Tanner Street Generation LLC,"ARP : Sean P Coughlin (603585),RGGI : Sean P Coughlin (603585),CAIROS : Sean P Coughlin (603585) (Ended Aug 11, 2016),SIPNOX : Sean P Coughlin (603585)","ARP : Les Rawson (607088),RGGI : Les Rawson (607088),CAIROS : Les Rawson (607088) (Ended Aug 11, 2016),SIPNOX : Les Rawson (607088)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,42.6308,-71.3133
MA,West Springfield,1642,3,,2016,ARP,292.98,12,11275.29,,2.002,0.0604,6.78,10468.698,174791.31,1,NPCC,Hampden County,Electric Utility,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC","ARP : Alan J Douglass (2241),RGGI : Alan J Douglass (2241),CAIROS : Alan J Douglass (2241) (Ended Aug 11, 2016),SIPNOX : Alan J Douglass (2241),MATS : Alan J Douglass (2241)","ARP : ,RGGI : ,CAIROS : ,SIPNOX : ,MATS : ",Phase 2,,Operating,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,,,,42.0956,-72.5958
MA,West Springfield,1642,CTG1,,2016,ARP,433.43,12,16230.52,,0.048,0.0681,2.646,9334.864,154749.501,1,NPCC,Hampden County,Electric Utility,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC","ARP : Alan J Douglass (2241),SIPNOX : Alan J Douglass (2241),MATS : Alan J Douglass (2241),RGGI : Alan J Douglass (2241),CAIROS : Alan J Douglass (2241) (Ended Aug 11, 2016)","ARP : ,SIPNOX : ,MATS : ,RGGI : ,CAIROS : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,42.0956,-72.5958
MA,West Springfield,1642,CTG2,,2016,ARP,408.81,12,15830.56,,0.05,0.0648,2.807,9856.67,161111.248,1,NPCC,Hampden County,Electric Utility,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC","CAIROS : Alan J Douglass (2241) (Ended Aug 11, 2016),RGGI : Alan J Douglass (2241),MATS : Alan J Douglass (2241),SIPNOX : Alan J Douglass (2241),ARP : Alan J Douglass (2241)","CAIROS : ,RGGI : ,MATS : ,SIPNOX : ,ARP : ",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,42.0956,-72.5958
MD,Brandon Shores,602,1,,2016,ARP,6293.97,12,2846249.66,,1449.35,0.074,1020.757,3009170.605,2.93E+07,3,MAAC,Anne Arundel County,Electric Utility,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,"RGGI : John J Strauch Jr (607962),CSOSG2 : John J Strauch Jr (607962) (Started Dec 14, 2016),MATS : John J Strauch Jr (607962),CAIRNOX : John J Strauch Jr (607962) (Ended Aug 11, 2016),ARP : John J Strauch Jr (607962),CSNOX : John J Strauch Jr (607962),CAIROS : John J Strauch Jr (607962) (Ended Aug 11, 2016),CSNOXOS : John J Strauch Jr (607962),CSSO2G1 : John J Strauch Jr (607962)","RGGI : Thomas Weissinger (606943),CSOSG2 : Thomas Weissinger (606943) (Started Dec 14, 2016),MATS : Thomas Weissinger (606943),CAIRNOX : Thomas Weissinger (606943) (Ended Aug 11, 2016),ARP : Thomas Weissinger (606943),CSNOX : Thomas Weissinger (606943),CAIROS : Thomas Weissinger (606943) (Ended Aug 11, 2016),CSNOXOS : Thomas Weissinger (606943),CSSO2G1 : Thomas Weissinger (606943)",Phase 2,Phase 2 Group 1,Operating,Dry bottom wall-fired boiler,Coal,,Wet Lime FGD,Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction,Cyclone<br>Baghouse,,39.1792,-76.5383
MD,Brandon Shores,602,2,,2016,ARP,5856.77,12,2461427.64,,1269.271,0.0811,982.745,2558098.918,2.49E+07,3,MAAC,Anne Arundel County,Electric Utility,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,"CSNOXOS : John J Strauch Jr (607962),CAIRNOX : John J Strauch Jr (607962) (Ended Aug 11, 2016),CSSO2G1 : John J Strauch Jr (607962),MATS : John J Strauch Jr (607962),CSNOX : John J Strauch Jr (607962),CAIROS : John J Strauch Jr (607962) (Ended Aug 11, 2016),CSOSG2 : John J Strauch Jr (607962) (Started Dec 14, 2016),RGGI : John J Strauch Jr (607962),ARP : John J Strauch Jr (607962)","CSNOXOS : Thomas Weissinger (606943),CAIRNOX : Thomas Weissinger (606943) (Ended Aug 11, 2016),CSSO2G1 : Thomas Weissinger (606943),MATS : Thomas Weissinger (606943),CSNOX : Thomas Weissinger (606943),CAIROS : Thomas Weissinger (606943) (Ended Aug 11, 2016),CSOSG2 : Thomas Weissinger (606943) (Started Dec 14, 2016),RGGI : Thomas Weissinger (606943),ARP : Thomas Weissinger (606943)",Phase 2,Phase 2 Group 1,Operating,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction,Cyclone<br>Baghouse,,39.1792,-76.5383
MD,Brandywine Power Facility,54832,1,,2016,ARP,6481.43,12,681314.49,,1.643,0.0267,66.769,316758.484,5327033.974,3,MAAC,Prince George's County,Cogeneration,"KMC Thermo, LLC","KMC Thermo, LLC","CAIROS : Michael Fulcher (602193) (Ended Aug 11, 2016),CAIRNOX : Michael Fulcher (602193) (Ended Aug 11, 2016),ARP : Michael Fulcher (602193),CSNOXOS : Michael Fulcher (602193),CSNOX : Michael Fulcher (602193),CSOSG2 : Michael Fulcher (602193) (Started Dec 14, 2016),RGGI : Michael Fulcher (602193),CSSO2G1 : Michael Fulcher (602193)","CAIROS : Mark T Briggs (601058) (Ended Aug 11, 2016),CAIRNOX : Mark T Briggs (601058) (Ended Aug 11, 2016),ARP : Mark T Briggs (601058),CSNOXOS : Mark T Briggs (601058),CSNOX : Mark T Briggs (601058),CSOSG2 : Mark T Briggs (601058) (Started Dec 14, 2016),RGGI : Mark T Briggs (601058),CSSO2G1 : Mark T Briggs (601058)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,"Diesel Oil, Liquified Petroleum Gas",,Water Injection<br>Other,,,38.6681,-76.8678
MD,Brandywine Power Facility,54832,2,,2016,ARP,6819.49,12,705172.59,,1.649,0.0272,69.028,318786.244,5361131.193,3,MAAC,Prince George's County,Cogeneration,"KMC Thermo, LLC","KMC Thermo, LLC","CSNOX : Michael Fulcher (602193),RGGI : Michael Fulcher (602193),CAIROS : Michael Fulcher (602193) (Ended Aug 11, 2016),CSNOXOS : Michael Fulcher (602193),CSOSG2 : Michael Fulcher (602193) (Started Dec 14, 2016),CSSO2G1 : Michael Fulcher (602193),CAIRNOX : Michael Fulcher (602193) (Ended Aug 11, 2016),ARP : Michael Fulcher (602193)","CSNOX : Mark T Briggs (601058),RGGI : Mark T Briggs (601058),CAIROS : Mark T Briggs (601058) (Ended Aug 11, 2016),CSNOXOS : Mark T Briggs (601058),CSOSG2 : Mark T Briggs (601058) (Started Dec 14, 2016),CSSO2G1 : Mark T Briggs (601058),CAIRNOX : Mark T Briggs (601058) (Ended Aug 11, 2016),ARP : Mark T Briggs (601058)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,"Diesel Oil, Liquified Petroleum Gas",,Water Injection<br>Other,,,38.6681,-76.8678
MD,C P Crane,1552,1,,2016,ARP,1577.79,12,160840.94,,411.387,0.3153,269.788,177786.764,1695140.305,3,MAAC,Baltimore County,Electric Utility,C.P. Crane LLC,C.P. Crane LLC,"MATS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),RGGI : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CAIRNOX : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016) (Ended Aug 11, 2016),CSNOXOS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CAIROS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016) (Ended Aug 11, 2016),CSOSG2 : John F Forbes (608350) (Started Dec 14, 2016),CSSO2G1 : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CSNOX : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),ARP : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016)","MATS : Thomas Weissinger (606943) (Ended Apr 21, 2016),RGGI : Thomas Weissinger (606943) (Ended Apr 21, 2016),CAIRNOX : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSNOXOS : Thomas Weissinger (606943) (Ended Apr 21, 2016),CAIROS : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSOSG2 : ,CSSO2G1 : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSNOX : Thomas Weissinger (606943) (Ended Apr 21, 2016),ARP : Thomas Weissinger (606943) (Ended Apr 21, 2016)",Table 1,Phase 2 Group 2,Operating,Cyclone boiler,Coal,,,Overfire Air<br>Combustion Modification/Fuel Reburning<br>Selective Non-catalytic Reduction,Baghouse,"Halogenated PAC Sorbent Injection (Began Jan 15, 2016)",39.3269,-76.365
MD,C P Crane,1552,2,,2016,ARP,2684.58,12,233786.73,,637.282,0.3281,384.445,222993.822,2126197.055,3,MAAC,Baltimore County,Electric Utility,C.P. Crane LLC,C.P. Crane LLC,"CAIRNOX : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016) (Ended Aug 11, 2016),MATS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CSSO2G1 : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CSNOXOS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CAIROS : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016) (Ended Aug 11, 2016),RGGI : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CSNOX : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016),CSOSG2 : John F Forbes (608350) (Started Dec 14, 2016),ARP : John J Strauch Jr (607962) (Ended Apr 21, 2016)<br>John F Forbes (608350) (Started Apr 21, 2016)","CAIRNOX : Thomas Weissinger (606943) (Ended Apr 21, 2016),MATS : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSSO2G1 : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSNOXOS : Thomas Weissinger (606943) (Ended Apr 21, 2016),CAIROS : Thomas Weissinger (606943) (Ended Apr 21, 2016),RGGI : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSNOX : Thomas Weissinger (606943) (Ended Apr 21, 2016),CSOSG2 : ,ARP : Thomas Weissinger (606943) (Ended Apr 21, 2016)",Table 1,Phase 2 Group 2,Operating,Cyclone boiler,Coal,,,Overfire Air<br>Combustion Modification/Fuel Reburning<br>Selective Non-catalytic Reduction,Baghouse,,39.3269,-76.365
MD,Chalk Point,1571,**GT3,,2016,ARP,32.24,12,2021.55,,0.614,0.0917,1.068,1788.8,28070.2,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","CSSO2G1 : Gregory A Staggers (606950),CSNOX : Gregory A Staggers (606950),CSNOXOS : Gregory A Staggers (606950),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),ARP : Gregory A Staggers (606950),RGGI : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),MATS : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016)","CSSO2G1 : Mark A Gouveia (1427),CSNOX : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),ARP : Mark A Gouveia (1427),RGGI : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),MATS : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,38.5444,-76.6861
MD,Chalk Point,1571,**GT4,,2016,ARP,38.89,12,2425.94,,0.912,0.1002,1.547,2129.8,32757.5,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","CSNOX : Gregory A Staggers (606950),RGGI : Gregory A Staggers (606950),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSNOXOS : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),MATS : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),CSSO2G1 : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950)","CSNOX : Mark A Gouveia (1427),RGGI : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOXOS : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),MATS : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CSSO2G1 : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,38.5444,-76.6861
MD,Chalk Point,1571,**GT5,,2016,ARP,70.92,12,5897.34,,0.344,0.0858,3.067,4275.9,71274.2,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSNOXOS : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950),CSSO2G1 : Gregory A Staggers (606950),CSNOX : Gregory A Staggers (606950),MATS : Gregory A Staggers (606950),RGGI : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016)","CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOXOS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427),CSNOX : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427),RGGI : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,38.5444,-76.6861
MD,Chalk Point,1571,**GT6,,2016,ARP,198.16,12,17323.15,,1.899,0.086,8.794,12455.5,204305.5,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","RGGI : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950),MATS : Gregory A Staggers (606950),CSNOXOS : Gregory A Staggers (606950),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),CSNOX : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSSO2G1 : Gregory A Staggers (606950)","RGGI : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CSNOX : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSSO2G1 : Mark A Gouveia (1427)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,38.5444,-76.6861
MD,Chalk Point,1571,1,"CSE12, CSEW12",2016,ARP,3743.29,12,899087.72,,495.801,0.1308,581.211,883943.413,8849537.912,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","CSSO2G1 : Gregory A Staggers (606950),MATS : Gregory A Staggers (606950),RGGI : Gregory A Staggers (606950),CSNOXOS : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),ARP : Gregory A Staggers (606950),CSNOX : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016)","CSSO2G1 : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427),RGGI : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),ARP : Mark A Gouveia (1427),CSNOX : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016)",Table 1,Phase 1 Group 1,Operating,Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)<br>Overfire Air<br>Selective Catalytic Reduction,Electrostatic Precipitator,,38.5444,-76.6861
MD,Chalk Point,1571,2,"CSE12, CSEW12",2016,ARP,2992.85,12,775482.63,,406.556,0.1904,742.184,741064.971,7467764.059,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","RGGI : Gregory A Staggers (606950),MATS : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSNOXOS : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSNOX : Gregory A Staggers (606950),CSSO2G1 : Gregory A Staggers (606950)","RGGI : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOXOS : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOX : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427)",Table 1,Phase 1 Group 1,Operating,Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Low NOx Burner Technology (Dry Bottom only)<br>Overfire Air<br>Ammonia Injection<br>Other,Electrostatic Precipitator,,38.5444,-76.6861
MD,Chalk Point,1571,3,,2016,ARP,1274.76,12,454112.55,,11.063,0.0906,290.787,282743.251,4769403.575,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","RGGI : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSNOX : Gregory A Staggers (606950),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016),CSSO2G1 : Gregory A Staggers (606950),CSNOXOS : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950),MATS : Gregory A Staggers (606950)","RGGI : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOX : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSSO2G1 : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427)",Phase 2,,Operating,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,38.5444,-76.6861
MD,Chalk Point,1571,4,,2016,ARP,2459.09,12,954256.55,,12.125,0.1003,670.124,599782.818,1.01E+07,3,MAAC,Prince George's County,Electric Utility,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC","CSNOX : Gregory A Staggers (606950),CAIROS : Gregory A Staggers (606950) (Ended Aug 11, 2016),RGGI : Gregory A Staggers (606950),CSOSG2 : Gregory A Staggers (606950) (Started Dec 14, 2016),MATS : Gregory A Staggers (606950),CSNOXOS : Gregory A Staggers (606950),ARP : Gregory A Staggers (606950),CSSO2G1 : Gregory A Staggers (606950),CAIRNOX : Gregory A Staggers (606950) (Ended Aug 11, 2016)","CSNOX : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),RGGI : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),MATS : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016)",Phase 2,,Operating,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,38.5444,-76.6861
MD,Dickerson,1572,1,"CSD123, CSDW13",2016,ARP,2177.24,12,192636.5,,123.715,0.234,230.428,194626.062,1896991.275,3,MAAC,Montgomery County,Electric Utility,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC","RGGI : David M Bennett (608175),ARP : David M Bennett (608175),CAIRNOX : David M Bennett (608175) (Ended Aug 11, 2016),MATS : David M Bennett (608175),CSOSG2 : David M Bennett (608175) (Started Dec 14, 2016),CSNOX : David M Bennett (608175),CSSO2G1 : David M Bennett (608175),CSNOXOS : David M Bennett (608175),CAIROS : David M Bennett (608175) (Ended Aug 11, 2016)","RGGI : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),MATS : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CSNOX : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016)",Phase 2,Phase 2 Group 1,Operating,Tangentially-fired,Coal,,Wet Limestone,Low NOx Burner Technology w/ Separated OFA<br>Selective Non-catalytic Reduction,Baghouse<br>Electrostatic Precipitator,,39.2086,-77.4644
