State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
GA,Hawk Road Energy Facility,55141,CT3,,2017,ARP,943.06,12,138049.39,,0.47,0.0453,32.025,93012.018,1565102.058,4,SERC,Heard County,Electric Utility,Oglethorpe Power Corporation,Oglethorpe Power Corporation,"ARP : James Messersmith (3066),CSSO2G2 : James Messersmith (3066),CSNOXOS : James Messersmith (3066),CSOSG1 : James Messersmith (3066),CSNOX : James Messersmith (3066)","ARP : Antoinette Presnell (607681),CSSO2G2 : Antoinette Presnell (607681),CSNOXOS : Antoinette Presnell (607681),CSOSG1 : Antoinette Presnell (607681),CSNOX : Antoinette Presnell (607681)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,33.3577,-84.9912
GA,Jack McDonough,710,4A,,2017,ARP,6781.24,12,2561280.35,,9.982,0.0057,47.049,1019795.867,1.72E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,Jack McDonough,710,4B,,2017,ARP,6914.69,12,2595014.73,,5.255,0.0058,48.021,1040916.806,1.75E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,Jack McDonough,710,5A,,2017,ARP,7056.19,12,2570728.96,,5.206,0.0052,42.874,1031234.993,1.74E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,Jack McDonough,710,5B,,2017,ARP,7195.56,12,2645576.52,,5.411,0.0053,45.425,1071918.8,1.80E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,Jack McDonough,710,6A,,2017,ARP,8489.57,12,3098751.87,,6.287,0.0046,47.45,1245334.436,2.10E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,Jack McDonough,710,6B,,2017,ARP,8351.11,12,3001219.59,,6.112,0.0045,44.528,1210775.071,2.04E+07,4,SERC,Cobb County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,33.8244,-84.475
GA,MPC Generating,7764,1,,2017,ARP,38.84,12,4582.03,,0.017,0.1436,3.211,3390.036,54168.618,4,,Walton County,Electric Utility,"MPC Generating, LLC","CAMS, LLC, MPC Generating, LLC","ARP : Michael Spranger (606323),CSSO2G2 : Michael Spranger (606323),CSNOXOS : Michael Spranger (606323),CSOSG1 : Michael Spranger (606323),CSNOX : Michael Spranger (606323)","ARP : Norman Jones (603660),CSSO2G2 : Norman Jones (603660),CSNOXOS : Norman Jones (603660),CSOSG1 : Norman Jones (603660),CSNOX : Norman Jones (603660)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,33.8122,-83.6954
GA,MPC Generating,7764,2,,2017,ARP,76.18,12,10101.62,,0.036,0.1281,6.606,7189.74,116996.419,4,,Walton County,Electric Utility,"MPC Generating, LLC","CAMS, LLC, MPC Generating, LLC","ARP : Michael Spranger (606323),CSSO2G2 : Michael Spranger (606323),CSNOXOS : Michael Spranger (606323),CSOSG1 : Michael Spranger (606323),CSNOX : Michael Spranger (606323)","ARP : Norman Jones (603660),CSSO2G2 : Norman Jones (603660),CSNOXOS : Norman Jones (603660),CSOSG1 : Norman Jones (603660),CSNOX : Norman Jones (603660)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,33.8122,-83.6954
GA,McIntosh (6124),6124,1,,2017,ARP,547.25,12,34525,,88.313,0.3234,75.282,38479.6,366878.3,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,Phase 1 Group 1,Operating,Dry bottom wall-fired boiler,Coal,,,,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,32.3558,-81.1683
GA,McIntosh (6124),6124,CT1,,2017,ARP,108,12,4859,,1.133,0.7464,24.511,4042.1,66846.8,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131),ARP : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT2,,2017,ARP,128,12,5987,,1.649,0.7512,28.565,4683.3,76962.2,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT3,,2017,ARP,133,12,6397,,0.955,0.7225,30.73,5104.6,85142.2,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT4,,2017,ARP,149,12,7375,,1.823,0.7536,34.532,5676.6,93530.4,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT5,,2017,ARP,201,12,10414,,1.048,0.72,49.47,8257.9,138465.1,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT6,,2017,ARP,118,12,5618,,1.373,0.7508,27.159,4468.7,73731.8,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT7,,2017,ARP,109,12,4786,,1.406,0.7551,23.2,3798.6,62315,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh (6124),6124,CT8,,2017,ARP,88,12,4284,,0.397,0.7171,19.175,3201.8,53696.6,4,SERC,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),MATS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131),MATS : Mark S Berry (608131),ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,32.3558,-81.1683
GA,McIntosh Combined Cycle Facility,56150,10A,,2017,ARP,7960.38,12,2249716.35,,4.536,0.0067,44.57,897909.201,1.51E+07,4,,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.3478,-81.1828
GA,McIntosh Combined Cycle Facility,56150,10B,,2017,ARP,8078.79,12,2293602.62,,4.861,0.006,45.538,962901.824,1.62E+07,4,,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.3478,-81.1828
GA,McIntosh Combined Cycle Facility,56150,11A,,2017,ARP,8140.62,12,2247797.8,,4.722,0.0064,44.012,935405.184,1.57E+07,4,,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.3478,-81.1828
GA,McIntosh Combined Cycle Facility,56150,11B,,2017,ARP,8133.79,12,2225260.01,,4.664,0.0063,44.825,923918.785,1.55E+07,4,,Effingham County,Electric Utility,Georgia Power Company,Georgia Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG1 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : Mark S Berry (608131),CSSO2G2 : Mark S Berry (608131),CSNOXOS : Mark S Berry (608131),CSOSG1 : Mark S Berry (608131),CSNOX : Mark S Berry (608131)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.3478,-81.1828
GA,Mid-Georgia Cogeneration,55040,1,,2017,ARP,460.42,12,62065.14,,0.364,0.0539,10.524,29555.041,494177.297,4,,Houston County,Cogeneration,"Mid-Georgia Cogeneration, LP","Mid-Georgia Cogeneration, LP","ARP : Keith Charles (604224),CSSO2G2 : Keith Charles (604224),CSNOXOS : Keith Charles (604224),CSOSG1 : Keith Charles (604224),CSNOX : Keith Charles (604224)","ARP : Philip Dooley (607033),CSSO2G2 : Philip Dooley (607033),CSNOXOS : Philip Dooley (607033),CSOSG1 : Philip Dooley (607033),CSNOX : Philip Dooley (607033)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.4853,-83.6036
GA,Mid-Georgia Cogeneration,55040,2,,2017,ARP,647.78,12,86669.39,,0.463,0.0511,14.812,43153.55,722580.879,4,,Houston County,Cogeneration,"Mid-Georgia Cogeneration, LP","Mid-Georgia Cogeneration, LP","ARP : Keith Charles (604224),CSSO2G2 : Keith Charles (604224),CSNOXOS : Keith Charles (604224),CSOSG1 : Keith Charles (604224),CSNOX : Keith Charles (604224)","ARP : Philip Dooley (607033),CSSO2G2 : Philip Dooley (607033),CSNOXOS : Philip Dooley (607033),CSOSG1 : Philip Dooley (607033),CSNOX : Philip Dooley (607033)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,32.4853,-83.6036
